Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Antibiotic Resistance","CARD","562.99913","Escherichia coli d524b3fa-7bb9-11e9-a8d3-68b59976a384","fig|562.99913.peg.3302",,,"BAE77933.1","Escherichia coli str. K-12 substr. W3110","CRP","Cyclic AMP receptor protein",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,99,"1e-116"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102281","Escherichia coli Col931","fig|562.102281.peg.1841","K9T68_08495",,,,"folA, Dfr","Dihydrofolate reductase (EC 1.5.1.3)","Dihydrofolate reductase (EC 1.5.1.3)","antibiotic target in susceptible species","Diaminopyrimidines","trimethoprim;brodimoprim;tetroxoprim;iclaprim","20169085;25288078",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102040","Escherichia coli Map_9_001","fig|562.102040.peg.3756",,,,,"S12p","SSU ribosomal protein S12p (S23e)","SSU ribosomal protein S12p (S23e)","antibiotic target in susceptible species","Aminoglycosides","streptomycin","7934937",,,,
"BLAT","Antibiotic Resistance","CARD","562.102011","Escherichia coli Map_45_003","fig|562.102011.peg.2211",,,"AAC76093.1","Escherichia coli str. K-12 substr. MG1655","bacA","Undecaprenyl-diphosphatase (EC 3.6.1.27)",,"gene conferring antibiotic resistance via molecular bypass,peptide antibiotic resistance gene",,"bacitracin A;bacitracin B;bacitracin F",,63,100,99,"2e-94"
"BLAT","Antibiotic Resistance","CARD","562.46842","Escherichia coli strain ECSC061","fig|562.46842.peg.3729","ExPECSC061_03562",,"AAC74149.2","Escherichia coli str. K-12 substr. MG1655","mdtH","Multidrug resistance protein MdtH",,"efflux pump conferring antibiotic resistance",,,,100,100,100,"1e-233"
"BLAT","Antibiotic Resistance","CARD","562.102304","Escherichia coli CE77","fig|562.102304.peg.3118","K9T73_16225",,"YP_489201.1","Escherichia coli str. K-12 substr. W3110","ompF","Outer membrane porin OmpF",,"antibiotic resistant gene variant or mutant,beta-lactam resistance gene,gene modulating permeability to antibiotic",,,,100,100,100,"1e-215"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102162","Escherichia coli YZ21HCE9","fig|562.102162.peg.2720","MRY50_13160",,,,"EmrD","Multidrug efflux pump EmrD (of MFS type)","Multidrug efflux pump EmrD (of MFS type)","efflux pump conferring antibiotic resistance","Macrolides, Aminoglycosides, Nitrofurans, Penams","azithromycin;gentamicin;nitrofurantoin;oxacillin;spiramycin","8987357;16675700",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.36235","Escherichia coli strain CMJX129b","fig|562.36235.peg.4579","EAI49_06045",,,,"Ddl","D-alanine--D-alanine ligase (EC 6.3.2.4)","D-alanine--D-alanine ligase (EC 6.3.2.4)","antibiotic target in susceptible species","Cycloserine","D-cycloserine","24303782;24033232",,,,
"BLAT","Antibiotic Resistance","CARD","562.102172","Escherichia coli YZ21HCE20","fig|562.102172.peg.4634",,,"AAC75429.1","Escherichia coli str. K-12 substr. MG1655","evgS","Hybrid sensory histidine kinase in two-component regulatory system with EvgA",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,12,100,98,"2e-80"
"BLAT","Antibiotic Resistance","CARD","562.99848","Escherichia coli ed7cdf32-7bb8-11e9-a8d3-68b59976a384","fig|562.99848.peg.4527",,,"BAA16547.1","Escherichia coli str. K-12 substr. W3110","emrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance",,"nalidixic acid",,100,100,99,"1e-219"
"BLAT","Antibiotic Resistance","CARD","562.39106","Escherichia coli strain FDAARGOS_498 strain Not applicable","fig|562.39106.peg.3717","EGT39_18785",,"AAC76298.1","Escherichia coli str. K-12 substr. MG1655","acrF","Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",,"efflux pump conferring antibiotic resistance",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","NDARO","562.102102","Escherichia coli Map_146_002","fig|562.102102.peg.2037",,,"WP_063860228.1","Escherichia coli",,"Class C beta-lactamase (EC 3.5.2.6) => BlaEC family","class C extended-spectrum beta-lactamase EC-13","",,,,100,100,98,"1e-223"
"BLAT","Antibiotic Resistance","CARD","562.102037","Escherichia coli Map_93_014","fig|562.102037.peg.3370",,,"ACN32294.1","Escherichia coli","tolC","Outer membrane channel TolC (OpmH)",,"efflux pump conferring antibiotic resistance",,"erythromycin;cloxacillin;tetracycline;oxacillin;novobiocin;nalidixic acid;norfloxacin",,99,100,100,"1e-279"
"BLAT","Antibiotic Resistance","CARD","562.99940","Escherichia coli 6ba5570e-7bb9-11e9-a8d3-68b59976a384","fig|562.99940.peg.4902",,,"AEJ33969.1","Vibrio fluvialis","sul1","Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein",,"antibiotic target replacement protein,sulfonamide resistance gene",,"sulfadiazine;sulfadimidine;sulfadoxine;sulfamethoxazole;sulfisoxazole;sulfacetamide;mafenide;sulfasalazine;sulfamethizole;sulfamethazine",,100,100,100,"1e-156"
"BLAT","Antibiotic Resistance","CARD","562.102060","Escherichia coli Map_68_012","fig|562.102060.peg.1647",,,"YP_491222.1","Escherichia coli str. K-12 substr. W3110","parE","DNA topoisomerase IV subunit B (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,34,99,99,"1e-122"
"BLAT","Antibiotic Resistance","CARD","562.100598","Escherichia coli 5bfc76b6-7bb9-11e9-a8d3-68b59976a384","fig|562.100598.peg.1292",,,"AAC75137.1","Escherichia coli str. K-12 substr. MG1655","mdtC","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)",,"efflux pump conferring antibiotic resistance",,"novobiocin",,100,100,98,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102180","Escherichia coli IBD_EPEC58","fig|562.102180.peg.2",,,"AAA50993.1","Escherichia coli",,"Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,,,47,100,100,"1e-105"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102189","Escherichia coli CNTRL_EPEC47","fig|562.102189.peg.3286","E4509_05850",,,,"MurA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)","UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)","antibiotic target in susceptible species","Fosfomycin","fosfomycin","8994972",,,,
"BLAT","Antibiotic Resistance","CARD","562.101978","Escherichia coli SMG003F3","fig|562.101978.peg.4189","ML376_09075",,"ABG77965.1","Enterobacter cloacae","acrA","Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA",,"efflux pump conferring antibiotic resistance",,,,100,100,86,"1e-194"
"K-mer Search","Antibiotic Resistance","PATRIC","562.101978","Escherichia coli SMG003F3","fig|562.101978.peg.5197","ML376_13855",,,,"EmrAB-TolC","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines","nalidixic acid","1409590",,,,
"BLAT","Antibiotic Resistance","NDARO","562.102013","Escherichia coli Map_42_004","fig|562.102013.peg.2713",,,"WP_000571065.1","Enterobacterales",,"Dihydrofolate reductase (EC 1.5.1.3)","MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA8","",,,,100,100,100,"5e-93"
"BLAT","Antibiotic Resistance","NDARO","562.102024","Escherichia coli Map_23_001","fig|562.102024.peg.1693",,,"WP_001443153.1","Escherichia",,"Class C beta-lactamase (EC 3.5.2.6) => BlaEC family","MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase EC-5","",,,,100,100,98,"1e-223"
"BLAT","Antibiotic Resistance","CARD","562.100023","Escherichia coli ef72b1ae-7bb8-11e9-a8d3-68b59976a384","fig|562.100023.peg.4526",,,"CAA86211.1","Escherichia coli","fyuA","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore",,"aminoglycoside resistance gene,tetracycline resistance gene",,"streptomycin;tetracycline;ampicillin",,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102064","Escherichia coli Map_53_007","fig|562.102064.peg.290",,,,,"MdtABC-TolC","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)","efflux pump conferring antibiotic resistance","Aminocoumarin antibiotics","novobiocin","12107134",,,,
"BLAT","Antibiotic Resistance","CARD","562.102294","Escherichia coli Col523","fig|562.102294.peg.4458","K9T74_17180",,"BAE77595.1","Escherichia coli str. K-12 substr. W3110","gyrB","DNA gyrase subunit B (EC 5.99.1.3)",,"aminocoumarin resistance gene,antibiotic resistant gene variant or mutant",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102155","Escherichia coli YZ21HCE10","fig|562.102155.peg.1810","MRY40_08770",,"NP_311275.1","Escherichia coli O157:H7 str. Sakai","evgA","Positive transcription regulator EvgA",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"1e-112"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102010","Escherichia coli Map_48_004","fig|562.102010.peg.1568",,,,,"AcrAD-TolC","Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)","Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)","efflux pump conferring antibiotic resistance","Aminoglycosides","amikacin;gentamicin C;tobramycin ","10692383",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99778","Escherichia coli d0198170-7bb8-11e9-a8d3-68b59976a384","fig|562.99778.peg.1196",,,,,"SugE","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","efflux pump conferring antibiotic resistance","Quaternary ammonium compounds","cetylpyridinium;cetyldimethylethyl ammonium;cetrimide","11948170",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102168","Escherichia coli YZ21HCE25","fig|562.102168.peg.4273","MRY48_20500",,,,"MarR","Multiple antibiotic resistance protein MarR","Multiple antibiotic resistance protein MarR","antibiotic resistance gene cluster,cassette,or operon","Penams, Carbapenems, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Rifamycins, Phenicol antibiotics,  Glycylcyclines, Fluoroquinolones Quinolones Quinolines, Triclosan","cefalothin;chloramphenicol;tigecycline;ampicillin;tetracycline;rifampin","7768850;8282690;8383113;9068629",,,,
"BLAT","Antibiotic Resistance","CARD","562.101984","Escherichia coli SMG003F10","fig|562.101984.peg.4559","MMS54_23505",,"AAC75135.2","Escherichia coli str. K-12 substr. MG1655","mdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance",,"novobiocin",,100,91,99,"1e-232"
"BLAT","Antibiotic Resistance","CARD","562.102052","Escherichia coli Map_77_007","fig|562.102052.peg.2774",,,"BAE78083.1","Escherichia coli str. K-12 substr. W3110","mdtO","Membrane fusion component MdtO of tripartite multidrug resistance system",,"efflux pump conferring antibiotic resistance",,,,14,100,100,"7e-50"
"BLAT","Antibiotic Resistance","CARD","562.99782","Escherichia coli d2b8e178-7bb8-11e9-a8d3-68b59976a384","fig|562.99782.peg.3622",,,"NP_416340.1","Escherichia coli str. K-12 substr. MG1655","mgrB","PhoP/PhoQ regulator MgrB",,"efflux pump conferring antibiotic resistance,gene altering cell wall charge conferring antibiotic resistance,gene conferring resistance via absence,gene modulating antibiotic efflux,polymyxin resistance gene",,,,100,100,97,"6e-21"
"BLAT","Antibiotic Resistance","CARD","562.100677","Escherichia coli a0cd46e0-7bb8-11e9-a8d3-68b59976a384","fig|562.100677.peg.236",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102164","Escherichia coli YZ21HCE13","fig|562.102164.peg.137","MRY65_00665",,"BAE78116.1","Escherichia coli str. K-12 substr. W3110","PmrC","Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,"colistin",,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102163","Escherichia coli YZ21HCE18","fig|562.102163.peg.1636","MRY61_08000",,"BAA15934.1","Escherichia coli str. K-12 substr. W3110","baeS","Sensory histidine kinase BaeS",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,99,"1e-271"
"BLAT","Antibiotic Resistance","CARD","562.102086","Escherichia coli Map_194_001","fig|562.102086.peg.2081",,,"AAC75135.2","Escherichia coli str. K-12 substr. MG1655","mdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance",,"novobiocin",,100,93,98,"1e-230"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99944","Escherichia coli 6cd06d76-7bb9-11e9-a8d3-68b59976a384","fig|562.99944.peg.3369",,,,,"MacB","Macrolide export ATP-binding/permease protein MacB","Macrolide export ATP-binding/permease protein MacB","efflux pump conferring antibiotic resistance","Macrolides","erythromycin","11544226",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99784","Escherichia coli d3732fa6-7bb8-11e9-a8d3-68b59976a384","fig|562.99784.peg.2145",,,,,"MdtEF-TolC","Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)","Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines, Macrolides, Penams","oxacillin;cloxacillin;erythromycin;norfloxacin �","11914367",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.22077","Escherichia coli strain MOD1-EC6092","fig|562.22077.peg.796",,,,,,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)",,"efflux pump conferring antibiotic resistance","cephalosporins,penams,tetracyclines,glycylcyclines,phenicol antibiotics,rifamycins,fluoroquinolones quinolones quinolines,triclosan","ciprofloxacin;tigecycline;chloramphenicol;rifampin;tetracycline;ampicillin;cefalothin ","7651136",,,,
"BLAT","Antibiotic Resistance","CARD","562.100023","Escherichia coli ef72b1ae-7bb8-11e9-a8d3-68b59976a384","fig|562.100023.peg.2732",,,"NP_415632.1","Escherichia coli str. K-12 substr. MG1655","mfd","Transcription-repair coupling factor",,"antibiotic target protection protein,fluoroquinolone resistance gene",,"ciprofloxacin",,100,97,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102192","Escherichia coli CNTRL_EPEC41","fig|562.102192.peg.4423","E4510_18310",,,,"GdpD","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)","protein altering cell wall charge conferring antibiotic resistance","Peptide antibiotics","daptomycin","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.28984","Escherichia coli strain R3 strain No.3","fig|562.28984.peg.4461",,,,,,"DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",,"antibiotic target in susceptible species","myxopyronins corallopyronins,peptide antibiotics","daptomycin","16723576",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99897","Escherichia coli b5ce2f68-7bb9-11e9-a8d3-68b59976a384","fig|562.99897.peg.440",,,,,"BcrC","Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27), conveys bacitracin resistance","Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27), conveys bacitracin resistance","antibiotic target protection protein","Peptide antibiotics","bacitracin","12486040;15778224;15946938",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102221","Escherichia coli IBD_EPEC13","fig|562.102221.peg.3536","E4537_22485",,,,"GadE","Transcriptional activator GadE","Transcriptional activator GadE","regulator modulating expression of antibiotic resistance genes","Multiple antibiotic resistance",,"14702398;12940989",,,,
"BLAT","Antibiotic Resistance","CARD","562.102158","Escherichia coli YZ21HCE15","fig|562.102158.peg.1060","MRY73_05015",,"AAC75089.1","Escherichia coli str. K-12 substr. MG1655","PmrE","UDP-glucose 6-dehydrogenase (EC 1.1.1.22)",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,"colistin",,100,100,98,"1e-219"
"BLAT","Antibiotic Resistance","CARD","562.102304","Escherichia coli CE77","fig|562.102304.peg.4392","K9T73_10850",,"NP_415791.1","Escherichia coli str. K-12 substr. MG1655","cysB","Cys regulon transcriptional activator CysB",,"aminocoumarin resistance gene",,,,100,100,100,"1e-185"
"BLAT","Antibiotic Resistance","CARD","562.101977","Escherichia coli SMG003F7","fig|562.101977.peg.4877","ML372_07150",,"NP_417177.1","Escherichia coli str. K-12 substr. MG1655","alaS","Alanyl-tRNA synthetase (EC 6.1.1.7)",,"aminocoumarin resistance gene",,,,95,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102074","Escherichia coli Map_142_002","fig|562.102074.peg.1511",,,"ABG77966.1","Enterobacter cloacae","acrB","Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)",,"efflux pump conferring antibiotic resistance",,,,99,99,92,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.30148","Escherichia coli strain PairA_hh_2","fig|562.30148.peg.4720",,,"AAA50993.1","Escherichia coli",,"Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,,,22,100,100,"5e-46"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102214","Escherichia coli IBD_EPEC21","fig|562.102214.peg.2626","E4535_21020",,,,"gidB","16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)","16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)","gene conferring resistance via absence","Aminoglycosides","streptomycin","17238915",,,,
